V1	V3	V13	Protein.names	Organism	Gene.Ontology..biological.process.	Gene.Ontology.IDs
Ab_contig_323	P23398	5.71e-31	Polyubiquitin [Cleaved into: Ubiquitin]	Strongylocentrotus purpuratus (Purple sea urchin)		GO:0005634; GO:0005737
Ab_contig_326	P41105	3.03e-36	Large ribosomal subunit protein eL28 (60S ribosomal protein L28)	Mus musculus (Mouse)	cytoplasmic translation [GO:0002181]; translation at postsynapse [GO:0140242]; translation at presynapse [GO:0140236]	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0022625; GO:0030425; GO:0036464; GO:0044297; GO:0045202; GO:0098793; GO:0098794; GO:0140236; GO:0140242
Ab_contig_330	Q8VEM8	1.9e-70	Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein) (PTP)	Mus musculus (Mouse)	mitochondrial phosphate ion transmembrane transport [GO:1990547]	GO:0005315; GO:0005739; GO:0005743; GO:0015317; GO:0043209; GO:0044877; GO:1990547
Ab_contig_343	Q95332	9.42e-34	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	Sus scrofa (Pig)	amino-acid betaine catabolic process [GO:0006579]; L-methionine salvage [GO:0071267]; methylation [GO:0032259]	GO:0005634; GO:0005829; GO:0006579; GO:0008270; GO:0032259; GO:0047150; GO:0071267
Ab_contig_349	P17050	1.8e-24	Alpha-N-acetylgalactosaminidase (EC 3.2.1.49) (Alpha-galactosidase B)	Homo sapiens (Human)	carbohydrate catabolic process [GO:0016052]; glycolipid catabolic process [GO:0019377]; glycoside catabolic process [GO:0016139]; oligosaccharide metabolic process [GO:0009311]	GO:0004557; GO:0005737; GO:0005764; GO:0008456; GO:0009311; GO:0016020; GO:0016052; GO:0016139; GO:0019377; GO:0042803; GO:0070062
Ab_contig_350	O75594	8.57e-48	Peptidoglycan recognition protein 1 (Peptidoglycan recognition protein short) (PGRP-S)	Homo sapiens (Human)	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; biological process involved in interaction with host [GO:0051701]; defense response to bacterium [GO:0042742]; defense response to Gram-positive bacterium [GO:0050830]; detection of bacterium [GO:0016045]; immune response [GO:0006955]; innate immune response [GO:0045087]; killing of cells of another organism [GO:0031640]; negative regulation of inflammatory response [GO:0050728]; negative regulation of natural killer cell differentiation involved in immune response [GO:0032827]; negative regulation of type II interferon production [GO:0032689]; peptidoglycan catabolic process [GO:0009253]	GO:0005576; GO:0005615; GO:0006955; GO:0008270; GO:0008745; GO:0009253; GO:0016019; GO:0016045; GO:0030544; GO:0031640; GO:0032689; GO:0032827; GO:0035580; GO:0042742; GO:0042834; GO:0045087; GO:0048018; GO:0050728; GO:0050830; GO:0051701; GO:0060090; GO:0061844; GO:0070062; GO:0097013; GO:1904724
Ab_contig_354	Q4U3L0	5.3e-29	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12)	Glossina morsitans morsitans (Savannah tsetse fly)	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]	GO:0004365; GO:0005737; GO:0005829; GO:0006006; GO:0006096; GO:0015630; GO:0050661; GO:0051287
Ab_contig_363	G1TTY7	6.13e-50	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	Oryctolagus cuniculus (Rabbit)	translation [GO:0006412]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
Ab_contig_364	P27080	1.1e-27	ADP,ATP carrier protein (ADP/ATP translocase) (Adenine nucleotide translocator) (ANT)	Chlamydomonas reinhardtii (Chlamydomonas smithii)	mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]	GO:0005471; GO:0005743; GO:0140021; GO:1990544
Ab_contig_371	O75506	6.5e-29	Heat shock factor-binding protein 1 (Nasopharyngeal carcinoma-associated antigen 13) (NPC-A-13)	Homo sapiens (Human)	axonal transport of mitochondrion [GO:0019896]; cellular heat acclimation [GO:0070370]; endodermal cell differentiation [GO:0035987]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0003714; GO:0005634; GO:0005654; GO:0005829; GO:0019896; GO:0035987; GO:0042802; GO:0070370; GO:1904115
Ab_contig_372	P42577	4.15e-70	Soma ferritin (EC 1.16.3.1)	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]	GO:0004322; GO:0005737; GO:0006826; GO:0006880; GO:0008198; GO:0008199
Ab_contig_374	P10994	7.79e-43	Actin, alpha skeletal muscle	Pleurodeles waltl (Iberian ribbed newt)		GO:0005524; GO:0005737; GO:0005856
Ab_contig_376	Q92113	3.21e-30	Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (17-alpha-hydroxyprogesterone aldolase) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17)	Squalus acanthias (Spiny dogfish)	hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]; steroid biosynthetic process [GO:0006694]	GO:0004508; GO:0005506; GO:0006694; GO:0016020; GO:0016829; GO:0020037; GO:0042446; GO:0042448
Ab_contig_380	Q5ZKC9	4.95e-46	14-3-3 protein zeta	Gallus gallus (Chicken)	angiogenesis [GO:0001525]; cellular response to glucose starvation [GO:0042149]; ERK1 and ERK2 cascade [GO:0070371]; establishment of Golgi localization [GO:0051683]; Golgi reassembly [GO:0090168]; lung development [GO:0030324]; negative regulation of innate immune response [GO:0045824]; negative regulation of protein localization to nucleus [GO:1900181]; negative regulation of TORC1 signaling [GO:1904262]; negative regulation of transcription by RNA polymerase II [GO:0000122]; protein localization [GO:0008104]; protein targeting [GO:0006605]; regulation of ERK1 and ERK2 cascade [GO:0070372]; regulation of programmed cell death [GO:0043067]; regulation of synapse maturation [GO:0090128]; respiratory system process [GO:0003016]; signal transduction [GO:0007165]; synaptic target recognition [GO:0008039]; tube formation [GO:0035148]	GO:0000122; GO:0001525; GO:0003016; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006605; GO:0007165; GO:0008039; GO:0008104; GO:0019901; GO:0019904; GO:0030324; GO:0031625; GO:0035148; GO:0042149; GO:0042802; GO:0043067; GO:0044325; GO:0045824; GO:0050815; GO:0051683; GO:0070371; GO:0070372; GO:0090128; GO:0090168; GO:0098686; GO:0098978; GO:0140297; GO:0140311; GO:1900181; GO:1904262
Ab_contig_381	Q90YV2	4.73e-53	Large ribosomal subunit protein eL15 (60S ribosomal protein L15)	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	cytoplasmic translation [GO:0002181]	GO:0002181; GO:0003723; GO:0003735; GO:0022625
Ab_contig_385	P62315	3.22e-30	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (Sm-D autoantigen) (snRNP core protein D1)	Mus musculus (Mouse)	mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]	GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005684; GO:0005685; GO:0005687; GO:0005689; GO:0005737; GO:0005829; GO:0034709; GO:0034715; GO:0034719; GO:0046540; GO:0071005; GO:0071007; GO:1990446
Ab_contig_399	P49149	1.86e-31	Large ribosomal subunit protein uL3 (60S ribosomal protein L3)	Toxocara canis (Canine roundworm)	translation [GO:0006412]	GO:0003723; GO:0003735; GO:0006412; GO:0022625
Ab_contig_410	P33727	3.98e-22	Arylsulfatase B (ASB) (EC 3.1.6.12) (N-acetylgalactosamine-4-sulfatase) (G4S)	Felis catus (Cat) (Felis silvestris catus)	colon epithelial cell migration [GO:0061580]; positive regulation of neuron projection development [GO:0010976]; regulation of epithelial cell migration [GO:0010632]	GO:0003943; GO:0005764; GO:0009986; GO:0010632; GO:0010976; GO:0046872; GO:0061580
Ab_contig_411	Q6P011	1.76e-58	ER membrane protein complex subunit 4 (Transmembrane protein 85)	Danio rerio (Zebrafish) (Brachydanio rerio)	protein insertion into ER membrane by stop-transfer membrane-anchor sequence [GO:0045050]; tail-anchored membrane protein insertion into ER membrane [GO:0071816]	GO:0005789; GO:0016020; GO:0045050; GO:0071816; GO:0072546
Ab_contig_413	A3QU28	7.67e-65	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	Epiperipatus biolleyi (Velvet worm) (Peripatus biolleyi)	mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	GO:0005743; GO:0006122; GO:0008121; GO:0045275; GO:0046872
Ab_contig_414	Q7ZXP8	7.44e-52	Elongation factor 2 (EF-2) (EC 3.6.5.-)	Xenopus laevis (African clawed frog)		GO:0003746; GO:0003924; GO:0005525; GO:0005634; GO:0005829; GO:0043022; GO:1990904
Ab_contig_420	P28648	4.25e-23	CD63 antigen (Mast cell antigen AD1) (CD antigen CD63)	Rattus norvegicus (Rat)	cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; epithelial cell differentiation [GO:0030855]; negative regulation of epithelial cell migration [GO:0010633]; pigment cell differentiation [GO:0050931]; pigment granule maturation [GO:0048757]; pigmentation [GO:0043473]; positive regulation of cell adhesion [GO:0045785]; positive regulation of endocytosis [GO:0045807]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]	GO:0002092; GO:0005615; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0007160; GO:0009986; GO:0010008; GO:0010633; GO:0015031; GO:0016477; GO:0030855; GO:0031902; GO:0031904; GO:0032585; GO:0032991; GO:0035646; GO:0042470; GO:0043473; GO:0044877; GO:0045785; GO:0045807; GO:0048757; GO:0050931; GO:0070062; GO:0097487; GO:1900746; GO:1901379; GO:2001046
Ab_contig_429	Q9TGE6	4.93e-32	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	Loligo forbesii (Veined squid)	electron transport coupled proton transport [GO:0015990]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	GO:0004129; GO:0005743; GO:0006123; GO:0015990; GO:0020037; GO:0046872
Ab_contig_440	P00125	1.35e-74	Cytochrome c1, heme protein, mitochondrial (EC 7.1.1.8) (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	Bos taurus (Bovine)	mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]	GO:0005739; GO:0005743; GO:0006122; GO:0008121; GO:0020037; GO:0045275; GO:0046872
Ab_contig_449	Q5RCT0	6.66e-23	Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	oxidative phosphorylation [GO:0006119]	GO:0005743; GO:0006119; GO:0045277
Ab_contig_467	P13497	9.75e-34	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)	Homo sapiens (Human)	cartilage condensation [GO:0001502]; cell differentiation [GO:0030154]; collagen fibril organization [GO:0030199]; dorsal/ventral pattern formation [GO:0009953]; ossification [GO:0001503]; positive regulation of cartilage development [GO:0061036]; protein processing [GO:0016485]; proteolysis [GO:0006508]; skeletal system development [GO:0001501]	GO:0001501; GO:0001502; GO:0001503; GO:0004222; GO:0004252; GO:0005125; GO:0005509; GO:0005576; GO:0005615; GO:0005794; GO:0006508; GO:0008083; GO:0008233; GO:0008237; GO:0008270; GO:0009953; GO:0016485; GO:0030154; GO:0030199; GO:0031982; GO:0042802; GO:0061036
Ab_contig_467	P13497	5.36e-29	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)	Homo sapiens (Human)	cartilage condensation [GO:0001502]; cell differentiation [GO:0030154]; collagen fibril organization [GO:0030199]; dorsal/ventral pattern formation [GO:0009953]; ossification [GO:0001503]; positive regulation of cartilage development [GO:0061036]; protein processing [GO:0016485]; proteolysis [GO:0006508]; skeletal system development [GO:0001501]	GO:0001501; GO:0001502; GO:0001503; GO:0004222; GO:0004252; GO:0005125; GO:0005509; GO:0005576; GO:0005615; GO:0005794; GO:0006508; GO:0008083; GO:0008233; GO:0008237; GO:0008270; GO:0009953; GO:0016485; GO:0030154; GO:0030199; GO:0031982; GO:0042802; GO:0061036
Ab_contig_473	Q5RBI3	7.7e-26	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)		GO:0005737; GO:0008541; GO:0022624
Ab_contig_481	O01666	6.84e-35	ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)	Drosophila melanogaster (Fruit fly)	proton motive force-driven ATP synthesis [GO:0015986]	GO:0005739; GO:0005743; GO:0015986; GO:0045269; GO:0046933
Ab_contig_483	Q5R710	4.59e-42	Heat shock protein HSP 90-beta	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; regulation of cell cycle [GO:0051726]	GO:0005524; GO:0005576; GO:0005634; GO:0005737; GO:0005886; GO:0016887; GO:0030511; GO:0032435; GO:0034751; GO:0042470; GO:0046983; GO:0051082; GO:0051726; GO:0120293; GO:0140662; GO:0141069
Ab_contig_484	Q6NVI7	9.26e-22	Galectin-related protein (Lectin galactoside-binding-like protein)	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)		GO:0030246
Ab_contig_497	Q9CY50	2.86e-55	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	Mus musculus (Mouse)		GO:0005783; GO:0005789
Ab_contig_508	P29957	7.13e-21	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	Pseudoalteromonas haloplanktis (Alteromonas haloplanktis)	carbohydrate metabolic process [GO:0005975]	GO:0004556; GO:0005576; GO:0005975; GO:0046872
Ab_contig_519	Q02926	1.19e-31	Ribonucleoprotein RB97D	Drosophila melanogaster (Fruit fly)	cell differentiation [GO:0030154]; spermatogenesis [GO:0007283]	GO:0003729; GO:0007283; GO:0030154
Ab_contig_525	B3EWZ9	1.27e-22	Hephaestin-like protein (EC 1.-.-.-)	Acropora millepora (Staghorn coral) (Heteropora millepora)	copper ion transport [GO:0006825]; iron ion transport [GO:0006826]	GO:0005507; GO:0005886; GO:0006825; GO:0006826; GO:0016491
Ab_contig_531	Q34949	3.9e-67	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	Lumbricus terrestris (Common earthworm)	ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	GO:0003954; GO:0008137; GO:0015990; GO:0031966; GO:0042773; GO:0048039
Ab_contig_533	Q9GMB0	8.57e-46	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)	Sus scrofa (Pig)	protein N-linked glycosylation via asparagine [GO:0018279]	GO:0008250; GO:0018279
Ab_contig_539	Q8WR62	2.01e-29	Vitelline envelope sperm lysin receptor	Haliotis rufescens (California red abalone)	sperm-egg recognition [GO:0035036]	GO:0005576; GO:0005886; GO:0035036; GO:0060388
Ab_contig_545	Q5ZJF4	4.84e-77	Peroxiredoxin-6 (EC 1.11.1.27) (1-Cys peroxiredoxin) (1-Cys PRX) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Glutathione-dependent peroxiredoxin) (Lysophosphatidylcholine acyltransferase 5) (LPC acyltransferase 5) (LPCAT-5) (Lyso-PC acyltransferase 5) (EC 2.3.1.23) (Non-selenium glutathione peroxidase) (NSGPx)	Gallus gallus (Chicken)	cell redox homeostasis [GO:0045454]; lipid catabolic process [GO:0016042]	GO:0004601; GO:0004623; GO:0005615; GO:0005764; GO:0005829; GO:0016042; GO:0045454; GO:0047184; GO:0047498; GO:0047499; GO:0051920
Ab_contig_552	Q37546	4.54e-114	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)	Lumbricus terrestris (Common earthworm)	aerobic respiration [GO:0009060]	GO:0003954; GO:0005743; GO:0008137; GO:0009060
Ab_contig_553	P46967	9.34e-55	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit dad1 (Oligosaccharyl transferase subunit dad1) (Defender against cell death 1) (DAD-1)	Xenopus laevis (African clawed frog)	apoptotic process [GO:0006915]; protein glycosylation [GO:0006486]; protein N-linked glycosylation [GO:0006487]	GO:0006486; GO:0006487; GO:0006915; GO:0008250
Ab_contig_554	Q9N2W7	1.83e-41	Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 (NADH-ubiquinone oxidoreductase 17.0 kDa subunit)	Caenorhabditis elegans	mitochondrial respiratory chain complex I assembly [GO:0032981]; response to oxidative stress [GO:0006979]	GO:0005739; GO:0005743; GO:0006979; GO:0032981; GO:0045271
Ab_contig_560	T1SH39	3.89e-28	Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14)	Epinephelus coioides (Orange-spotted grouper) (Epinephelus nebulosus)		GO:0004601; GO:0005829; GO:0047134
Ab_contig_568	P23659	1.47e-35	Endoglucanase Z (EC 3.2.1.4) (Avicelase I) (Endo-1,4-beta-glucanase) (Thermoactive cellulase)	Thermoclostridium stercorarium (Clostridium stercorarium)	cellulose catabolic process [GO:0030245]	GO:0008810; GO:0030245; GO:0030248
Ab_contig_573	O43451	3.84e-32	Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)	Homo sapiens (Human)	dextrin catabolic process [GO:1901027]; maltose catabolic process [GO:0000025]; starch catabolic process [GO:0005983]	GO:0000025; GO:0003824; GO:0004339; GO:0004558; GO:0004574; GO:0005886; GO:0005983; GO:0016160; GO:0016324; GO:0030246; GO:0070062; GO:0070821; GO:0101003; GO:1901027
Ab_contig_573	O43451	1.47e-29	Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)	Homo sapiens (Human)	dextrin catabolic process [GO:1901027]; maltose catabolic process [GO:0000025]; starch catabolic process [GO:0005983]	GO:0000025; GO:0003824; GO:0004339; GO:0004558; GO:0004574; GO:0005886; GO:0005983; GO:0016160; GO:0016324; GO:0030246; GO:0070062; GO:0070821; GO:0101003; GO:1901027
Ab_contig_573	O43451	1.17e-27	Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)	Homo sapiens (Human)	dextrin catabolic process [GO:1901027]; maltose catabolic process [GO:0000025]; starch catabolic process [GO:0005983]	GO:0000025; GO:0003824; GO:0004339; GO:0004558; GO:0004574; GO:0005886; GO:0005983; GO:0016160; GO:0016324; GO:0030246; GO:0070062; GO:0070821; GO:0101003; GO:1901027
Ab_contig_589	Q8ISN9	1.82e-40	Small ribosomal subunit protein eS25 (40S ribosomal protein S25)	Branchiostoma belcheri (Amphioxus)		GO:0005840; GO:1990904
Ab_contig_595	P49609	5.7e-39	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	Gracilaria gracilis (Red alga)	tricarboxylic acid cycle [GO:0006099]	GO:0003994; GO:0005739; GO:0005829; GO:0006099; GO:0046872; GO:0051539
